time,distance_in_cm
2024-03-25 09:07:44.855337,29.2
2024-03-25 09:07:46.585315,29.11
2024-03-25 09:07:48.307296,29.23
2024-03-25 09:07:50.032957,29.14
2024-03-25 09:07:51.757289,29.22
2024-03-25 09:07:53.869356,29.19
2024-03-25 09:07:55.593058,29.15
2024-03-25 09:07:57.321144,29.28
2024-03-25 09:07:59.040466,29.15
2024-03-25 09:08:00.841021,29.62
2024-03-25 09:08:02.562709,29.18
2024-03-25 09:08:04.285468,29.22
2024-03-25 09:08:06.016541,29.23
2024-03-25 09:08:07.740080,29.14
2024-03-25 09:08:09.463472,29.2
2024-03-25 09:08:11.191135,29.17
2024-03-25 09:08:12.912976,29.2
2024-03-25 09:08:14.624825,29.23
2024-03-25 09:08:16.355036,29.69
2024-03-25 09:08:18.078491,29.12
2024-03-25 09:08:19.796199,29.18
2024-03-25 09:08:21.523543,29.18
2024-03-25 09:08:23.253655,29.12
2024-03-25 09:08:24.975579,29.14
2024-03-25 09:08:26.703373,29.25
2024-03-25 09:08:33.443125,29.6
2024-03-25 09:08:35.164941,29.16
2024-03-25 09:08:36.893748,29.12
2024-03-25 09:08:38.616995,29.14
2024-03-25 09:08:40.339789,29.21
2024-03-25 09:08:42.063776,29.12
2024-03-25 09:08:43.796078,29.19
2024-03-25 09:08:45.688262,29.16
2024-03-25 09:08:47.407323,29.66
2024-03-25 09:08:49.133129,29.65
2024-03-25 09:08:50.867691,29.63
2024-03-25 09:08:52.953832,29.2
2024-03-25 09:08:55.211876,29.21
2024-03-25 09:08:56.945078,29.66
2024-03-25 09:08:58.663726,29.11
2024-03-25 09:09:00.379174,29.28
2024-03-25 09:09:02.107514,29.19
2024-03-25 09:09:03.829564,29.17
2024-03-25 09:09:05.558265,29.63
2024-03-25 09:09:07.284756,29.2
2024-03-25 09:09:09.011613,29.17
2024-03-25 09:09:10.790873,29.1
2024-03-25 09:09:12.517442,29.19
2024-03-25 09:09:14.244954,29.19
2024-03-25 09:09:16.238694,29.62
2024-03-25 09:09:17.961674,29.13
2024-03-25 09:09:19.674186,29.19
2024-03-25 09:09:21.415152,29.67
2024-03-25 09:09:23.144706,29.16
2024-03-25 09:09:24.868792,27.29
2024-03-25 09:09:26.588619,29.66
2024-03-25 09:09:28.317128,29.64
2024-03-25 09:09:30.042391,29.2
2024-03-25 09:09:31.768606,29.11
2024-03-25 09:09:33.483580,29.23
2024-03-25 09:09:35.211360,29.2
2024-03-25 09:09:36.934731,29.17
2024-03-25 09:09:38.672442,29.13
2024-03-25 09:09:40.383054,29.18
2024-03-25 09:09:42.111351,29.28
2024-03-25 09:09:43.833642,29.2
2024-03-25 09:09:45.577357,29.2
2024-03-25 09:09:47.300390,29.21
2024-03-25 09:09:49.023284,29.15
2024-03-25 09:09:50.765799,29.1
2024-03-25 09:09:52.949944,29.15
2024-03-25 09:09:55.212244,29.21
2024-03-25 09:09:56.931679,29.26
2024-03-25 09:09:58.652580,29.15
2024-03-25 09:10:00.374797,29.19
2024-03-25 09:10:02.194271,29.25
2024-03-25 09:10:03.918944,29.18
2024-03-25 09:10:05.648096,29.24
2024-03-25 09:10:07.372079,29.14
2024-03-25 09:10:09.092863,29.23
2024-03-25 09:10:10.885346,29.13
2024-03-25 09:10:12.612051,29.21
2024-03-25 09:10:14.330799,29.61
2024-03-25 09:10:16.191125,29.16
2024-03-25 09:10:17.914669,29.71
2024-03-25 09:10:19.638365,29.57
2024-03-25 09:10:21.374598,29.22
2024-03-25 09:10:23.096722,29.22
2024-03-25 09:10:24.822014,29.24
2024-03-25 09:10:26.661260,29.28
2024-03-25 09:10:28.399586,29.19
2024-03-25 09:10:30.128442,29.25
2024-03-25 09:10:31.871605,29.23
2024-03-25 09:10:33.606066,29.24
2024-03-25 09:10:35.328405,29.23
2024-03-25 09:10:37.057954,29.2
2024-03-25 09:10:38.789374,29.13
2024-03-25 09:10:40.635200,29.24
2024-03-25 09:10:42.371962,29.15
2024-03-25 09:10:44.093890,29.23
2024-03-25 09:10:45.821676,29.2
2024-03-25 09:10:47.538856,29.22
2024-03-25 09:10:49.260367,29.26
2024-03-25 09:10:51.261298,29.27
2024-03-25 09:10:53.354186,29.19
2024-03-25 09:10:55.433366,29.21
2024-03-25 09:10:57.167816,29.14
2024-03-25 09:10:58.885124,29.19
2024-03-25 09:11:00.685979,29.13
2024-03-25 09:11:02.413701,29.22
2024-03-25 09:11:04.136056,29.2
2024-03-25 09:11:05.864576,29.22
2024-03-25 09:11:07.591873,29.58
2024-03-25 09:11:09.317371,29.21
2024-03-25 09:11:13.576093,29.2
2024-03-25 09:11:15.305419,29.19
2024-03-25 09:11:17.039187,29.22
2024-03-25 09:11:18.764833,29.2
2024-03-25 09:11:20.481675,29.17
2024-03-25 09:11:22.204671,29.2
2024-03-25 09:11:23.927095,29.61
2024-03-25 09:11:25.669976,29.21
2024-03-25 09:11:27.392845,29.13
2024-03-25 09:11:29.117057,31.21
2024-03-25 09:11:30.842531,31.18
2024-03-25 09:11:32.565915,31.3
2024-03-25 09:11:34.289610,31.25
2024-03-25 09:11:36.019188,31.24
2024-03-25 09:11:37.743863,31.22
2024-03-25 09:11:39.473676,31.23
2024-03-25 09:11:41.190005,31.29
2024-03-25 09:11:42.911125,31.32
2024-03-25 09:11:44.642336,31.31
2024-03-25 09:11:46.385170,31.26
2024-03-25 09:11:48.109052,31.33
2024-03-25 09:11:49.826605,31.29
2024-03-25 09:11:51.558792,31.28
2024-03-25 09:11:53.602054,31.27
2024-03-25 09:11:55.467376,31.31
2024-03-25 09:11:57.193131,31.29
2024-03-25 09:11:58.915415,31.77
2024-03-25 09:12:00.639209,31.22
2024-03-25 09:12:02.368201,31.28
2024-03-25 09:12:04.190944,31.3
2024-03-25 09:12:05.922328,31.25
2024-03-25 09:12:07.659999,31.2
2024-03-25 09:12:09.383006,31.27
2024-03-25 09:12:11.110921,31.3
2024-03-25 09:12:12.833653,31.26
2024-03-25 09:12:14.546450,31.26
2024-03-25 09:12:16.275460,31.25
2024-03-25 09:12:18.002880,31.32
2024-03-25 09:12:19.729870,31.23
2024-03-25 09:12:21.459671,31.25
2024-03-25 09:12:23.182534,31.31
2024-03-25 09:12:24.902039,31.65
2024-03-25 09:12:26.625523,31.22
2024-03-25 09:12:28.344781,31.28
2024-03-25 09:12:30.067898,31.27
2024-03-25 09:12:31.789958,31.33
2024-03-25 09:12:33.514122,31.26
2024-03-25 09:12:35.236656,31.64
2024-03-25 09:12:36.964892,31.26
2024-03-25 09:12:38.787951,31.75
2024-03-25 09:12:40.587386,31.3
2024-03-25 09:12:42.312581,31.67
2024-03-25 09:12:44.038653,31.3
2024-03-25 09:12:45.766950,31.26
2024-03-25 09:12:47.491033,31.65
2024-03-25 09:12:49.210064,31.21
2024-03-25 09:12:50.932510,31.36
2024-03-25 09:12:53.082092,31.19
2024-03-25 09:12:55.295687,31.28
2024-03-25 09:12:57.026427,31.35
2024-03-25 09:12:58.760945,31.27
2024-03-25 09:13:00.490467,31.28
2024-03-25 09:13:02.211493,31.26
2024-03-25 09:13:03.930970,31.23
2024-03-25 09:13:05.662678,31.25
2024-03-25 09:13:07.383898,31.3
2024-03-25 09:13:09.136311,31.3
2024-03-25 09:13:10.860211,31.19
2024-03-25 09:13:12.578359,31.31
2024-03-25 09:13:14.296387,31.28
2024-03-25 09:13:16.027509,31.27
2024-03-25 09:13:17.754788,31.31
2024-03-25 09:13:19.485008,31.31
2024-03-25 09:13:21.214563,31.32
2024-03-25 09:13:22.934874,31.25
2024-03-25 09:13:24.668841,31.31
2024-03-25 09:13:26.402473,31.27
2024-03-25 09:13:28.126596,31.29
2024-03-25 09:13:29.849329,31.28
2024-03-25 09:13:31.583315,31.3
2024-03-25 09:13:33.303914,31.65
2024-03-25 09:13:35.025328,31.23
2024-03-25 09:13:36.766600,31.26
2024-03-25 09:13:38.490263,31.28
2024-03-25 09:13:40.210927,31.27
2024-03-25 09:13:41.934968,31.28
2024-03-25 09:13:43.657741,31.2
2024-03-25 09:13:45.384940,31.75
2024-03-25 09:13:47.124983,31.26
2024-03-25 09:13:48.844760,31.24
2024-03-25 09:13:50.570569,31.62
2024-03-25 09:13:52.683667,31.25
2024-03-25 09:13:55.074363,31.28
2024-03-25 09:13:56.782986,31.26
2024-03-25 09:13:58.504143,31.35
2024-03-25 09:14:00.224209,31.27
2024-03-25 09:14:01.940709,31.28
2024-03-25 09:14:03.678073,31.26
2024-03-25 09:14:05.396952,31.25
2024-03-25 09:14:07.126458,31.23
2024-03-25 09:14:08.851951,31.29
2024-03-25 09:14:10.582576,31.26
2024-03-25 09:14:12.303053,31.21
2024-03-25 09:14:14.032635,31.21
2024-03-25 09:14:15.765997,31.32
2024-03-25 09:14:17.479122,31.31
2024-03-25 09:14:19.203722,31.7
2024-03-25 09:14:20.933174,31.21
2024-03-25 09:14:22.655166,31.26
2024-03-25 09:14:24.377576,31.28
2024-03-25 09:14:26.103056,31.26
2024-03-25 09:14:27.829249,31.24
2024-03-25 09:14:29.551806,31.76
2024-03-25 09:14:31.269372,31.26
2024-03-25 09:14:33.005434,31.27
2024-03-25 09:14:34.733214,31.22
2024-03-25 09:14:36.521097,31.31
2024-03-25 09:14:38.256365,31.28
2024-03-25 09:14:39.991799,31.26
2024-03-25 09:14:41.718953,31.26
2024-03-25 09:14:43.440595,31.34
2024-03-25 09:14:45.166071,31.73
2024-03-25 09:14:46.892484,31.68
2024-03-25 09:14:48.616088,31.23
2024-03-25 09:14:50.351189,31.23
2024-03-25 09:14:52.142617,31.3
2024-03-25 09:14:54.305524,31.35
2024-03-25 09:14:56.031002,31.24
2024-03-25 09:14:57.753173,31.2
2024-03-25 09:14:59.478030,31.23
2024-03-25 09:15:01.202545,31.23
2024-03-25 09:15:02.925028,31.29
2024-03-25 09:15:04.651543,31.21
2024-03-25 09:15:06.375825,31.31
2024-03-25 09:15:08.097194,31.25
2024-03-25 09:15:09.941690,31.33
2024-03-25 09:15:11.664313,31.7
2024-03-25 09:15:13.396620,31.21
2024-03-25 09:15:15.119921,31.31
2024-03-25 09:15:16.835594,31.26
2024-03-25 09:15:18.560608,31.29
2024-03-25 09:15:20.283876,31.23
2024-03-25 09:15:22.005035,31.28
2024-03-25 09:15:23.730992,31.2
2024-03-25 09:15:25.457214,31.2
2024-03-25 09:15:27.174359,31.28
2024-03-25 09:15:28.898857,31.26
2024-03-25 09:15:30.629937,31.26
2024-03-25 09:15:32.364243,31.2
2024-03-25 09:15:34.095028,31.32
2024-03-25 09:15:35.823354,31.3
2024-03-25 09:15:37.545711,31.22
2024-03-25 09:15:39.267184,31.26
2024-03-25 09:15:40.997125,31.75
2024-03-25 09:15:42.721581,31.19
2024-03-25 09:15:44.431620,31.26
2024-03-25 09:15:46.156657,31.26
2024-03-25 09:15:47.879239,31.26
2024-03-25 09:15:49.597695,31.32
2024-03-25 09:15:51.330352,31.29
2024-03-25 09:15:53.437609,31.3
2024-03-25 09:15:55.384394,31.22
2024-03-25 09:15:57.207463,31.77
2024-03-25 09:15:59.093885,31.2
2024-03-25 09:16:00.828298,31.28
2024-03-25 09:16:02.555424,31.29
2024-03-25 09:16:04.283684,31.26
2024-03-25 09:16:06.012896,31.25
2024-03-25 09:16:07.826530,31.2
2024-03-25 09:16:09.558386,30.95
2024-03-25 09:16:11.336316,31.31
2024-03-25 09:16:13.065042,31.32
2024-03-25 09:16:14.794472,31.2
2024-03-25 09:16:16.525915,31.3
2024-03-25 09:16:18.259422,31.3
2024-03-25 09:16:19.993342,31.26
2024-03-25 09:16:21.718697,31.28
2024-03-25 09:16:23.450806,31.26
2024-03-25 09:16:25.300062,31.18
2024-03-25 09:16:27.037144,31.73
2024-03-25 09:16:28.766037,31.21
2024-03-25 09:16:30.501215,31.32
2024-03-25 09:16:32.225954,31.23
2024-03-25 09:16:33.947143,31.29
2024-03-25 09:16:35.672319,31.24
2024-03-25 09:16:37.388854,31.28
2024-03-25 09:16:39.109630,31.23
2024-03-25 09:16:40.832567,31.31
2024-03-25 09:16:42.574531,31.25
2024-03-25 09:16:44.286547,31.28
2024-03-25 09:16:46.016790,31.67
2024-03-25 09:16:47.739370,31.27
2024-03-25 09:16:49.459173,31.25
2024-03-25 09:16:51.188719,31.24
2024-03-25 09:16:53.349910,31.71
2024-03-25 09:16:55.356612,31.32
2024-03-25 09:16:57.084426,31.32
2024-03-25 09:16:58.804476,31.24
2024-03-25 09:17:00.536062,31.29
2024-03-25 09:17:02.258413,31.23
2024-03-25 09:17:03.976770,31.31
2024-03-25 09:17:05.707412,31.26
2024-03-25 09:17:07.429569,31.26
2024-03-25 09:17:09.156082,31.28
2024-03-25 09:17:10.901098,31.73
2024-03-25 09:17:12.622535,31.36
2024-03-25 09:17:14.347774,31.37
2024-03-25 09:17:16.076608,31.24
2024-03-25 09:17:17.798295,31.25
2024-03-25 09:17:19.540000,31.24
2024-03-25 09:17:21.269971,31.26
2024-03-25 09:17:23.003132,31.3
2024-03-25 09:17:24.728768,31.24
2024-03-25 09:17:26.452514,31.24
2024-03-25 09:17:28.172198,31.3
2024-03-25 09:17:29.913789,31.29
2024-03-25 09:17:31.639423,31.33
2024-03-25 09:17:33.363124,31.28
2024-03-25 09:17:35.088523,31.32
2024-03-25 09:17:36.817562,31.28
2024-03-25 09:17:38.529046,31.29
2024-03-25 09:17:40.253654,31.23
2024-03-25 09:17:41.989652,31.21
2024-03-25 09:17:43.711331,31.23
2024-03-25 09:17:45.437650,31.28
2024-03-25 09:17:47.538321,31.21
2024-03-25 09:17:49.258741,31.28
2024-03-25 09:17:50.986448,31.3
2024-03-25 09:17:53.085070,31.32
2024-03-25 09:17:55.230069,31.25
2024-03-25 09:17:56.951063,31.19
2024-03-25 09:17:58.673126,31.27
2024-03-25 09:18:00.393588,31.28
2024-03-25 09:18:02.127182,31.25
2024-03-25 09:18:03.839245,31.3
2024-03-25 09:18:05.587838,31.26
2024-03-25 09:18:07.311283,31.24
2024-03-25 09:18:09.028707,31.32
2024-03-25 09:18:10.752856,31.26
2024-03-25 09:18:12.474860,31.19
2024-03-25 09:18:14.197500,30.65
2024-03-25 09:18:15.926036,31.34
2024-03-25 09:18:17.645555,31.23
2024-03-25 09:18:19.366867,31.26
2024-03-25 09:18:21.091669,31.27
2024-03-25 09:18:22.811930,31.22
2024-03-25 09:18:24.537566,31.29
2024-03-25 09:18:26.264709,31.32
2024-03-25 09:18:28.002932,31.26
2024-03-25 09:18:29.723473,31.33
2024-03-25 09:18:31.447573,31.21
2024-03-25 09:18:33.172888,31.3
2024-03-25 09:18:34.900504,31.21
2024-03-25 09:18:36.627956,31.24
2024-03-25 09:18:38.348720,31.29
2024-03-25 09:18:40.066931,31.27
2024-03-25 09:18:41.793072,31.28
2024-03-25 09:18:43.523345,26.51
2024-03-25 09:18:45.249018,29.74
2024-03-25 09:18:46.975705,29.26
